Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
5498,TechCorp,Search,Women 35-44,30 days,Email,0.0874,"$6,350.99",5.68,Chicago,Mandarin,759,4981,7,Outdoor Adventurers,16/05/2023
5499,Alpha Innovations,Email,Women 25-34,45 days,Instagram,0.0632,"$15,730.86",5.77,Los Angeles,French,521,4830,6,Foodies,16/05/2023
5500,NovaWorks,Search,Men 35-44,15 days,Google Ads,0.0573,"$7,786.97",4.96,New York,German,790,6209,1,Foodies,16/05/2023
5501,NovaWorks,Display,Women 35-44,30 days,Website,0.0694,"$16,096.89",4.56,Chicago,German,840,4726,4,Tech Enthusiasts,16/05/2023
5502,TechCorp,Social Media,Men 35-44,30 days,Website,0.0754,"$2,252.32",4.42,Chicago,Spanish,247,6440,4,Health & Fitness,16/05/2023
5503,TechCorp,Influencer,Men 18-24,45 days,Instagram,0.0458,"$6,468.59",4.92,New York,Spanish,622,4910,10,Tech Enthusiasts,17/05/2023
5504,NovaWorks,Search,Women 35-44,60 days,Website,0.0855,"$10,239.71",4.72,New York,Mandarin,249,5699,7,Tech Enthusiasts,17/05/2023
5505,Alpha Innovations,Social Media,Men 35-44,45 days,YouTube,0.088,"$9,111.24",4.26,Los Angeles,German,435,5695,3,Outdoor Adventurers,17/05/2023
5506,Alpha Innovations,Email,Men 35-44,60 days,Website,0.0481,"$11,877.91",5.14,Chicago,English,821,5513,3,Foodies,17/05/2023
5507,Peak Fitness Co,Influencer,Men 18-24,45 days,YouTube,0.0476,"$17,362.10",5.25,Houston,Spanish,216,5570,5,Foodies,17/05/2023
5508,Alpha Innovations,Search,Men 35-44,15 days,Email,0.0728,"$18,982.61",5.3,Houston,English,514,5450,4,Foodies,17/05/2023
5509,Bright Retail,Email,Men 25-34,15 days,Instagram,0.0862,"$11,099.66",5.02,Miami,German,746,4964,1,Tech Enthusiasts,17/05/2023
5510,TechCorp,Email,Women 18-24,60 days,Instagram,0.0688,"$4,309.83",5.99,Los Angeles,German,473,4663,4,Fashionistas,17/05/2023
5511,Peak Fitness Co,Search,Women 35-44,60 days,Email,0.0716,"$17,148.20",4.69,New York,English,208,5687,8,Health & Fitness,17/05/2023
5512,Vertex Media,Influencer,Women 18-24,60 days,Website,0.0927,"$10,575.49",4.37,Houston,Mandarin,755,4562,2,Fashionistas,17/05/2023
5513,Peak Fitness Co,Influencer,Men 35-44,30 days,YouTube,0.0528,"$5,745.37",4.97,Miami,German,511,4692,8,Tech Enthusiasts,17/05/2023
5514,Vertex Media,Search,Men 18-24,60 days,Website,0.0804,"$10,302.80",5.64,Houston,Spanish,203,4956,2,Tech Enthusiasts,17/05/2023
5515,Crestline Brands,Social Media,All Ages,30 days,Email,0.0726,"$6,344.75",6.01,Houston,English,242,5696,3,Health & Fitness,18/05/2023
5516,Vertex Media,Social Media,Men 25-34,15 days,YouTube,0.0807,"$18,408.97",5.33,Chicago,Mandarin,656,5451,9,Outdoor Adventurers,18/05/2023
5517,Alpha Innovations,Influencer,Women 35-44,30 days,Website,0.0781,"$7,140.46",5.27,Miami,English,431,4822,2,Foodies,18/05/2023
5518,Crestline Brands,Influencer,Women 25-34,60 days,YouTube,0.0585,"$1,573.88",4.83,Miami,Mandarin,569,5348,5,Tech Enthusiasts,18/05/2023
5519,Vertex Media,Social Media,All Ages,30 days,Google Ads,0.0711,"$1,186.31",5.19,Houston,Spanish,657,5736,6,Foodies,18/05/2023
5520,Alpha Innovations,Email,Men 25-34,45 days,Email,0.1031,"$1,684.73",3.92,New York,French,236,4524,4,Outdoor Adventurers,19/05/2023
5521,Bright Retail,Display,Women 18-24,30 days,Instagram,0.0793,"$10,618.66",5.16,Los Angeles,English,649,4944,8,Foodies,19/05/2023
5522,TechCorp,Email,Men 18-24,45 days,Google Ads,0.0612,"$15,407.28",5.38,Chicago,Mandarin,738,4607,2,Outdoor Adventurers,19/05/2023
5523,TechCorp,Search,Women 18-24,60 days,YouTube,0.0511,"$4,328.33",5.52,Chicago,English,348,6316,,Health & Fitness,19/05/2023
5524,Peak Fitness Co,Search,Men 18-24,45 days,Google Ads,0.0738,"$19,884.08",5.49,Chicago,German,635,5832,4,Outdoor Adventurers,19/05/2023
5525,TechCorp,Search,All Ages,30 days,YouTube,0.0636,"$14,283.36",4.65,Houston,Spanish,393,4634,3,Foodies,19/05/2023
5526,Bright Retail,Search,Women 25-34,60 days,YouTube,0.069,"$14,736.73",4.07,Los Angeles,Mandarin,815,5140,9,Outdoor Adventurers,19/05/2023
5527,Vertex Media,Display,Women 25-34,15 days,Email,0.0553,"$12,055.69",4.45,Miami,German,439,5659,7,Fashionistas,19/05/2023
5528,Peak Fitness Co,Social Media,Men 35-44,15 days,YouTube,0.0944,"$3,987.17",5.13,Miami,French,592,5399,2,Fashionistas,19/05/2023
5529,Peak Fitness Co,Social Media,Women 18-24,60 days,Instagram,0.0468,"$16,972.87",5.36,Chicago,Spanish,891,5971,1,Tech Enthusiasts,19/05/2023
5530,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,0.0853,"$7,586.82",5.63,New York,Mandarin,350,5334,10,Foodies,19/05/2023
5531,Alpha Innovations,Email,Men 25-34,30 days,YouTube,0.0765,"$3,186.11",4.89,New York,Mandarin,361,5072,1,Foodies,19/05/2023
5532,Peak Fitness Co,Social Media,All Ages,30 days,YouTube,0.0669,"$19,257.77",4.15,Miami,Spanish,851,5452,1,Health & Fitness,19/05/2023
5533,TechCorp,Social Media,Women 35-44,30 days,Instagram,0.0641,"$1,600.44",6.27,Chicago,French,267,4991,2,Tech Enthusiasts,20/05/2023
5534,NovaWorks,Email,Men 35-44,30 days,Email,0.0552,"$7,389.41",4.77,Los Angeles,Spanish,897,6432,5,Outdoor Adventurers,20/05/2023
5535,Crestline Brands,Display,Women 18-24,60 days,Google Ads,0.053,"$12,643.86",6.29,Houston,English,744,5094,6,Tech Enthusiasts,20/05/2023
5536,Bright Retail,Email,Women 18-24,45 days,Email,0.0683,"$5,641.37",4.94,Chicago,French,617,6118,3,Health & Fitness,20/05/2023
5537,Vertex Media,Display,All Ages,30 days,Google Ads,0.0757,"$5,905.48",4.82,Miami,French,667,5425,6,Foodies,20/05/2023
5538,TechCorp,Search,Women 35-44,15 days,Website,0.0558,"$18,076.56",5.4,Houston,English,797,5611,10,Fashionistas,20/05/2023
5539,Alpha Innovations,Influencer,Women 18-24,30 days,Website,0.0481,"$4,066.40",4.31,Los Angeles,Mandarin,719,6464,9,Tech Enthusiasts,20/05/2023
5540,TechCorp,Search,Women 25-34,15 days,Google Ads,0.0594,"$10,538.88",5.39,Chicago,German,825,4727,5,Tech Enthusiasts,20/05/2023
5541,TechCorp,Social Media,Women 25-34,15 days,Email,0.072,"$5,940.01",5.63,Los Angeles,Mandarin,873,5351,10,Outdoor Adventurers,20/05/2023
5542,Alpha Innovations,Social Media,Women 35-44,30 days,Google Ads,0.0335,"$17,701.06",5.04,Houston,English,392,4806,1,Fashionistas,20/05/2023
5543,TechCorp,Social Media,Women 18-24,45 days,YouTube,0.0644,"$5,607.21",4.79,New York,German,276,5548,1,Foodies,21/05/2023
5544,Crestline Brands,Email,Women 35-44,45 days,Google Ads,0.0672,"$11,306.50",5.29,Miami,Spanish,225,6059,9,Health & Fitness,21/05/2023
5545,Crestline Brands,Search,All Ages,60 days,Email,0.0994,$928.55,5.99,Houston,English,724,5757,4,Foodies,21/05/2023
5546,Vertex Media,Search,Men 25-34,60 days,Google Ads,0.0587,"$19,529.67",4.36,New York,German,239,4973,10,Outdoor Adventurers,21/05/2023
5547,NovaWorks,Influencer,Men 35-44,30 days,Google Ads,0.0895,"$9,554.03",4.95,Los Angeles,Mandarin,671,6271,8,Tech Enthusiasts,21/05/2023
5548,Crestline Brands,Search,Women 18-24,15 days,Website,0.06,"$1,764.89",4.45,Miami,Spanish,217,5392,4,Health & Fitness,21/05/2023
5549,TechCorp,Search,Women 18-24,60 days,Instagram,0.0687,"$8,025.50",4.6,Los Angeles,Mandarin,371,4709,4,Health & Fitness,21/05/2023
5550,TechCorp,Display,Men 35-44,15 days,Website,0.0668,$782.73,4.56,Miami,Spanish,581,5096,8,Tech Enthusiasts,21/05/2023
5551,NovaWorks,Influencer,Women 18-24,45 days,Email,0.0685,"$7,056.72",4.57,New York,German,526,5979,6,Tech Enthusiasts,21/05/2023
5552,TechCorp,Display,Men 35-44,30 days,YouTube,0.0547,"$1,186.19",4.98,Los Angeles,Spanish,856,5358,4,Fashionistas,21/05/2023
5553,Vertex Media,Display,All Ages,30 days,YouTube,0.0624,"$11,822.60",4.84,Houston,French,376,5585,5,Foodies,21/05/2023
5554,Bright Retail,Influencer,Men 25-34,45 days,Google Ads,0.0631,$847.56,4.79,New York,Spanish,270,5471,8,Foodies,21/05/2023
5555,NovaWorks,Influencer,Women 18-24,45 days,YouTube,0.0768,"$6,178.16",5.21,Houston,Mandarin,649,6258,1,Tech Enthusiasts,22/05/2023
5556,Bright Retail,Influencer,All Ages,15 days,Website,0.0466,"$2,880.39",4.46,New York,French,829,5512,7,Foodies,22/05/2023
5557,Bright Retail,Email,Men 18-24,45 days,Email,0.0397,"$15,575.86",5.06,Houston,English,893,4645,5,Fashionistas,22/05/2023
5558,TechCorp,Social Media,Women 18-24,30 days,Instagram,0.0405,"$14,859.69",5.27,Houston,German,541,5961,5,Fashionistas,22/05/2023
5559,NovaWorks,Display,Women 25-34,15 days,Email,0.0817,"$11,493.79",4.63,Miami,English,483,4788,8,Foodies,22/05/2023
5560,Peak Fitness Co,Display,Women 25-34,45 days,Google Ads,0.0849,"$8,594.33",5.35,Miami,Spanish,510,5769,7,Outdoor Adventurers,22/05/2023
5561,Bright Retail,Social Media,Women 25-34,15 days,Instagram,0.0832,"$19,478.28",6,Houston,English,462,6091,8,Tech Enthusiasts,22/05/2023
5562,Alpha Innovations,Search,Men 25-34,15 days,YouTube,0.075,"$12,466.16",6.39,Chicago,German,812,5523,3,Tech Enthusiasts,22/05/2023
5563,NovaWorks,Influencer,Women 18-24,15 days,Email,0.0814,"$16,012.25",5.65,Houston,German,491,6061,3,Health & Fitness,22/05/2023
5564,Bright Retail,Social Media,Men 25-34,60 days,Website,0.0686,"$1,283.88",4.52,Houston,Mandarin,580,4832,9,Fashionistas,23/05/2023
5565,Alpha Innovations,Influencer,Men 25-34,45 days,Website,0.0773,"$17,036.18",4.34,New York,French,412,5908,3,Health & Fitness,23/05/2023
5566,TechCorp,Social Media,Men 18-24,30 days,Email,0.0799,"$18,449.45",4.96,Miami,Spanish,313,5484,1,Health & Fitness,23/05/2023
5567,Alpha Innovations,Influencer,Men 25-34,30 days,Email,0.0596,"$18,039.10",5.35,New York,Spanish,878,5914,8,Fashionistas,23/05/2023
5568,NovaWorks,Influencer,All Ages,60 days,Email,0.0432,"$9,239.23",5.67,Miami,German,696,5183,1,Outdoor Adventurers,23/05/2023
5569,Alpha Innovations,Search,Men 25-34,15 days,Website,0.063,"$2,556.61",5.19,Los Angeles,Spanish,870,5669,10,Outdoor Adventurers,23/05/2023
5570,Crestline Brands,Search,Women 18-24,60 days,Email,0.0734,"$3,136.13",4.61,Chicago,French,894,5415,2,Tech Enthusiasts,23/05/2023
5571,Crestline Brands,Influencer,Women 18-24,30 days,Instagram,0.0492,"$19,957.87",5.49,New York,Mandarin,442,6374,10,Outdoor Adventurers,23/05/2023
5572,Alpha Innovations,Social Media,Women 35-44,30 days,Instagram,0.0747,"$18,691.73",5.41,Chicago,French,830,5266,10,Health & Fitness,23/05/2023
5573,NovaWorks,Influencer,Men 25-34,45 days,Website,0.0671,"$14,532.17",5.47,Los Angeles,English,540,4603,5,Fashionistas,23/05/2023
5574,NovaWorks,Display,Men 25-34,45 days,Google Ads,0.0451,"$11,884.48",4.27,Miami,Mandarin,801,6326,2,Foodies,23/05/2023
5575,Peak Fitness Co,Influencer,Men 25-34,45 days,Website,0.0618,"$7,544.80",4.07,New York,English,840,4965,10,Outdoor Adventurers,23/05/2023
5576,Alpha Innovations,Social Media,Men 25-34,45 days,Email,0.0538,"$10,250.49",4.71,Los Angeles,English,844,5277,,Fashionistas,23/05/2023
5577,Bright Retail,Influencer,Women 18-24,60 days,YouTube,0.0698,"$14,809.70",4.47,New York,Mandarin,863,6485,6,Foodies,23/05/2023
5578,Peak Fitness Co,Email,Men 35-44,45 days,Google Ads,0.0555,"$18,326.75",5.65,Los Angeles,French,722,4968,10,Outdoor Adventurers,23/05/2023
5579,TechCorp,Display,Women 25-34,60 days,Email,0.0557,"$18,912.93",4.62,New York,Spanish,827,5973,10,Outdoor Adventurers,24/05/2023
5580,TechCorp,Search,Women 25-34,30 days,Email,0.0757,"$11,231.75",4.6,Houston,German,686,6089,6,Outdoor Adventurers,24/05/2023
5581,TechCorp,Search,Women 25-34,30 days,YouTube,0.0682,"$9,889.20",4.58,Houston,German,814,6426,3,Outdoor Adventurers,24/05/2023
5582,Bright Retail,Search,Men 18-24,60 days,YouTube,0.0814,"$12,276.13",4.5,Houston,French,339,4961,6,Outdoor Adventurers,24/05/2023
5583,Crestline Brands,Email,Women 35-44,60 days,Website,0.085,"$7,396.10",5.48,Los Angeles,French,703,6088,6,Foodies,24/05/2023
5584,Peak Fitness Co,Influencer,All Ages,45 days,Website,0.0679,"$10,034.88",4.37,Miami,Spanish,594,6195,8,Outdoor Adventurers,24/05/2023
5585,Vertex Media,Social Media,Men 25-34,60 days,Website,0.0433,"$12,381.57",4.97,Los Angeles,French,273,5007,6,Tech Enthusiasts,24/05/2023
5586,Alpha Innovations,Search,All Ages,45 days,Website,0.0491,"$6,697.12",4.48,Chicago,Spanish,295,6214,4,Foodies,24/05/2023
5587,Alpha Innovations,Email,Women 25-34,60 days,Website,0.0603,"$1,087.72",4.35,Miami,English,309,5991,10,Tech Enthusiasts,24/05/2023
5588,Bright Retail,Influencer,Women 25-34,45 days,YouTube,0.064,"$16,172.81",4.37,Houston,French,855,5700,8,Tech Enthusiasts,24/05/2023
5589,Bright Retail,Display,Women 35-44,45 days,Website,0.0796,"$19,376.73",5.32,Miami,English,596,5581,10,Health & Fitness,24/05/2023
5590,Crestline Brands,Display,Men 35-44,45 days,Website,0.0532,"$6,948.28",4.99,New York,Spanish,557,5854,3,Fashionistas,24/05/2023
5591,Peak Fitness Co,Display,Women 18-24,30 days,Email,0.0658,"$12,358.31",5.13,Houston,Spanish,781,6368,1,Outdoor Adventurers,24/05/2023
5592,Crestline Brands,Search,Women 35-44,15 days,YouTube,0.0583,"$17,624.29",4.88,Miami,English,240,6392,3,Fashionistas,25/05/2023
5593,Vertex Media,Search,Men 25-34,60 days,Website,0.046,"$15,635.97",5.62,Houston,French,568,4962,6,Health & Fitness,25/05/2023
5594,Crestline Brands,Email,Men 18-24,30 days,Email,0.0666,"$19,856.44",5.23,New York,Mandarin,461,5669,6,Tech Enthusiasts,25/05/2023
5595,Peak Fitness Co,Influencer,All Ages,15 days,Email,0.0701,$799.29,4.72,Chicago,Mandarin,818,5963,9,Fashionistas,25/05/2023
5596,Alpha Innovations,Influencer,All Ages,15 days,Google Ads,0.0495,"$10,564.64",4.46,Chicago,German,373,6142,6,Fashionistas,25/05/2023
5597,Bright Retail,Display,Men 25-34,15 days,Website,0.0554,"$8,796.78",4.8,Miami,English,293,5554,8,Tech Enthusiasts,25/05/2023
5598,Bright Retail,Email,Men 25-34,45 days,Email,0.0464,"$1,803.63",4.65,Chicago,Mandarin,868,4537,9,Foodies,25/05/2023
5599,Peak Fitness Co,Email,Women 18-24,60 days,Email,0.0659,"$13,646.15",5.14,Miami,German,700,4958,6,Tech Enthusiasts,25/05/2023
5600,Crestline Brands,Display,Men 35-44,45 days,Website,0.0697,"$15,734.84",5.75,Los Angeles,Spanish,641,4893,10,Tech Enthusiasts,25/05/2023
5601,Alpha Innovations,Influencer,Men 18-24,60 days,Instagram,0.0585,"$9,283.11",3.53,Houston,English,897,5507,8,Outdoor Adventurers,26/05/2023
5602,Alpha Innovations,Social Media,Women 18-24,60 days,YouTube,0.051,"$10,083.39",6.81,New York,Spanish,571,5074,6,Fashionistas,26/05/2023
5603,Peak Fitness Co,Influencer,Women 18-24,60 days,Instagram,0.042,"$1,493.46",4.33,Houston,Mandarin,325,4556,3,Outdoor Adventurers,26/05/2023
5604,Peak Fitness Co,Influencer,Women 25-34,45 days,Google Ads,0.046,"$2,595.40",4.48,Los Angeles,German,535,5023,8,Foodies,26/05/2023
5605,TechCorp,Search,Men 25-34,15 days,Instagram,0.0565,"$2,011.09",4.45,New York,English,446,5963,2,Health & Fitness,26/05/2023
5606,Crestline Brands,Social Media,Men 18-24,45 days,Instagram,0.0532,"$5,979.19",3.68,Houston,English,421,5751,6,Foodies,26/05/2023
5607,NovaWorks,Social Media,All Ages,30 days,Email,0.0598,"$12,435.93",3.4,Miami,German,281,4837,4,Health & Fitness,26/05/2023
5608,TechCorp,Influencer,All Ages,30 days,Email,0.0811,"$12,368.54",4.65,Los Angeles,French,414,5249,8,Health & Fitness,26/05/2023
5609,NovaWorks,Social Media,All Ages,30 days,Instagram,0.0797,"$2,398.09",5.74,New York,Spanish,692,5836,1,Health & Fitness,27/05/2023
5610,Vertex Media,Email,Men 25-34,15 days,Website,0.0861,"$3,998.48",4.44,Chicago,Spanish,602,4745,7,Tech Enthusiasts,27/05/2023
5611,NovaWorks,Display,Men 35-44,15 days,YouTube,0.0855,"$6,907.42",5.46,Los Angeles,French,678,4905,9,Health & Fitness,27/05/2023
5612,Alpha Innovations,Email,Women 35-44,15 days,YouTube,0.0562,"$6,806.79",5.86,Chicago,Mandarin,534,4584,3,Outdoor Adventurers,27/05/2023
5613,TechCorp,Influencer,Women 35-44,45 days,YouTube,0.0574,"$3,255.56",6.21,Houston,French,295,4848,2,Tech Enthusiasts,27/05/2023
5614,NovaWorks,Influencer,Men 35-44,45 days,Instagram,0.0645,"$11,203.34",5.09,Chicago,French,818,4586,3,Foodies,27/05/2023
5615,TechCorp,Display,Men 18-24,45 days,Website,0.0775,"$4,398.32",5.74,Chicago,English,229,4906,8,Health & Fitness,27/05/2023
5616,Alpha Innovations,Display,All Ages,45 days,Google Ads,0.0849,"$7,604.35",4.62,Houston,French,468,4817,8,Tech Enthusiasts,27/05/2023
5617,Crestline Brands,Email,All Ages,30 days,Google Ads,0.0704,"$19,575.34",5.06,Los Angeles,Spanish,583,6006,4,Health & Fitness,27/05/2023
5618,Alpha Innovations,Search,Women 35-44,60 days,Google Ads,0.0723,"$9,764.25",4.02,New York,Spanish,377,6406,1,Fashionistas,27/05/2023
5619,Bright Retail,Email,Men 25-34,60 days,Website,0.0653,"$6,092.72",4.77,Houston,French,881,5814,10,Fashionistas,27/05/2023
5620,Crestline Brands,Influencer,Men 35-44,15 days,YouTube,0.0889,"$4,996.62",5.02,Chicago,English,733,6450,2,Foodies,27/05/2023
5621,Crestline Brands,Email,Men 35-44,60 days,Instagram,0.0713,"$2,377.28",4.55,Los Angeles,German,200,5413,3,Tech Enthusiasts,27/05/2023
5622,Bright Retail,Email,Women 25-34,30 days,Website,0.0693,"$13,170.10",5.22,Houston,French,401,5891,1,Fashionistas,27/05/2023
5623,Alpha Innovations,Display,Women 35-44,30 days,Email,0.0624,"$2,446.79",3.9,Miami,Mandarin,292,6444,8,Foodies,27/05/2023
5624,Crestline Brands,Influencer,Men 35-44,30 days,Website,0.0613,"$8,604.55",4.12,Houston,Mandarin,783,6349,5,Foodies,27/05/2023
5625,Bright Retail,Display,Men 18-24,45 days,Email,0.0914,"$8,179.51",5.19,Los Angeles,Spanish,394,5880,1,Health & Fitness,27/05/2023
5626,Bright Retail,Display,Women 35-44,15 days,Website,0.0754,"$17,703.75",5.5,Los Angeles,French,247,5867,4,Health & Fitness,27/05/2023
5627,TechCorp,Display,Women 18-24,60 days,Google Ads,0.0694,"$10,329.63",5.28,New York,French,225,5770,3,Health & Fitness,28/05/2023
5628,TechCorp,Social Media,Women 18-24,60 days,Website,0.0883,"$15,767.49",4.44,Houston,Mandarin,717,6251,10,Tech Enthusiasts,28/05/2023
5629,Bright Retail,Email,Men 25-34,30 days,Email,0.0381,"$2,708.09",5.29,Los Angeles,English,485,6096,7,Outdoor Adventurers,28/05/2023
5630,Crestline Brands,Email,Men 18-24,45 days,Email,0.0694,"$1,308.81",4.62,Los Angeles,Mandarin,670,6394,2,Fashionistas,28/05/2023
5631,Alpha Innovations,Social Media,Women 25-34,45 days,Google Ads,0.086,"$10,856.17",4.46,Chicago,Mandarin,566,6256,2,Health & Fitness,28/05/2023
5632,Vertex Media,Display,Men 18-24,30 days,Google Ads,0.0516,"$1,650.82",5.04,Chicago,English,737,4523,7,Health & Fitness,28/05/2023
5633,Peak Fitness Co,Social Media,Women 18-24,15 days,Google Ads,0.0664,"$5,100.18",5.93,Los Angeles,English,659,6313,6,Tech Enthusiasts,28/05/2023
5634,Vertex Media,Social Media,Women 35-44,45 days,Website,0.0757,"$15,746.91",5.11,Los Angeles,German,372,4550,8,Foodies,28/05/2023
5635,Alpha Innovations,Social Media,Women 35-44,30 days,Google Ads,0.0571,"$12,169.53",5.35,Miami,German,327,4787,2,Tech Enthusiasts,28/05/2023
5636,Crestline Brands,Search,Men 25-34,45 days,Instagram,0.0706,"$13,514.55",5.69,Chicago,English,226,4941,1,Tech Enthusiasts,28/05/2023
5637,Crestline Brands,Social Media,Men 25-34,45 days,Google Ads,0.072,"$10,464.23",4.81,New York,Spanish,462,4616,8,Fashionistas,28/05/2023
5638,Bright Retail,Display,Men 35-44,60 days,YouTube,0.0627,"$18,475.34",5.03,Los Angeles,German,437,5545,2,Health & Fitness,28/05/2023
5639,Bright Retail,Search,Women 35-44,45 days,Website,0.0636,"$12,574.13",5.42,Houston,German,847,5770,8,Fashionistas,28/05/2023
5640,NovaWorks,Social Media,Men 25-34,15 days,YouTube,0.078,"$4,065.97",3.98,Los Angeles,German,693,5811,3,Foodies,28/05/2023
5641,Vertex Media,Search,Women 18-24,30 days,Website,0.0693,"$5,022.71",5.28,Los Angeles,French,804,5854,4,Fashionistas,28/05/2023
5642,Peak Fitness Co,Social Media,Men 18-24,45 days,Google Ads,0.0727,"$4,769.58",5.33,Miami,Mandarin,740,5484,10,Fashionistas,28/05/2023
5643,Alpha Innovations,Influencer,Men 25-34,30 days,Instagram,0.0604,"$3,890.02",4.54,Houston,German,209,6136,2,Tech Enthusiasts,28/05/2023
5644,Alpha Innovations,Search,All Ages,15 days,Email,0.0677,"$2,502.13",5.05,Miami,Spanish,723,4783,10,Health & Fitness,28/05/2023
5645,Bright Retail,Influencer,All Ages,60 days,YouTube,0.0729,"$17,880.80",4.75,Miami,Mandarin,851,5362,2,Tech Enthusiasts,29/05/2023
5646,Peak Fitness Co,Search,Men 18-24,30 days,Google Ads,0.0948,"$5,080.04",4.61,Los Angeles,French,810,6048,2,Health & Fitness,29/05/2023
5647,Vertex Media,Influencer,All Ages,60 days,Website,0.0953,"$2,211.30",5.46,Houston,German,322,5330,2,Outdoor Adventurers,29/05/2023
5648,TechCorp,Influencer,Men 25-34,30 days,Email,0.055,"$1,522.87",5.45,Miami,Mandarin,348,6200,7,Fashionistas,29/05/2023
5649,Vertex Media,Display,Women 25-34,30 days,Instagram,0.0458,"$8,775.23",4.91,Chicago,German,402,6245,10,Outdoor Adventurers,29/05/2023
5650,Alpha Innovations,Search,Men 35-44,45 days,Instagram,0.0963,"$1,540.27",5.23,Miami,Mandarin,559,5204,2,Outdoor Adventurers,29/05/2023
5651,NovaWorks,Display,All Ages,45 days,Google Ads,0.0531,"$1,172.74",3.84,New York,English,640,5838,10,Outdoor Adventurers,29/05/2023
5652,Crestline Brands,Influencer,Women 25-34,15 days,Website,0.0545,"$5,831.67",4.71,Los Angeles,English,463,5151,6,Health & Fitness,29/05/2023
5653,Bright Retail,Search,Women 35-44,45 days,Instagram,0.0725,"$11,512.66",3.94,Miami,French,381,6444,9,Health & Fitness,29/05/2023
5654,Alpha Innovations,Influencer,Women 35-44,15 days,YouTube,0.0863,"$6,236.24",4.96,Los Angeles,English,707,5959,2,Outdoor Adventurers,30/05/2023
5655,Vertex Media,Display,Men 25-34,15 days,YouTube,0.0783,$589.96,5.19,New York,Mandarin,838,5097,1,Health & Fitness,30/05/2023
5656,Peak Fitness Co,Display,Women 35-44,45 days,Website,0.0626,"$1,658.74",3.4,Houston,French,714,5543,4,Tech Enthusiasts,30/05/2023
5657,Vertex Media,Search,Women 18-24,15 days,Google Ads,0.0837,"$19,941.84",5.87,Los Angeles,Spanish,758,6188,1,Fashionistas,30/05/2023
5658,TechCorp,Display,Women 25-34,15 days,Website,0.0735,"$17,232.94",3.55,Chicago,Spanish,607,6146,7,Tech Enthusiasts,30/05/2023
5659,Bright Retail,Email,Women 25-34,60 days,Email,0.0683,"$1,113.07",5.35,Miami,English,327,5160,4,Fashionistas,30/05/2023
5660,NovaWorks,Influencer,Women 25-34,30 days,Google Ads,0.0649,"$12,145.88",5.41,New York,German,438,5815,10,Fashionistas,30/05/2023
5661,Peak Fitness Co,Email,Men 18-24,60 days,Email,0.0645,"$2,466.59",5.17,Miami,French,730,4731,10,Foodies,30/05/2023
5662,TechCorp,Search,All Ages,60 days,Email,0.0459,"$5,823.89",5.59,Chicago,English,871,6276,5,Outdoor Adventurers,31/05/2023
5663,Vertex Media,Email,Men 35-44,45 days,Email,0.0697,"$7,834.53",5.42,Miami,Spanish,680,5559,4,Tech Enthusiasts,31/05/2023
5664,TechCorp,Search,All Ages,60 days,Instagram,0.0653,"$16,182.28",4.42,Los Angeles,English,710,5639,6,Fashionistas,31/05/2023
5665,Alpha Innovations,Search,Men 25-34,30 days,YouTube,0.0743,"$1,457.16",4.53,Chicago,German,370,5693,6,Outdoor Adventurers,31/05/2023
5666,Alpha Innovations,Social Media,All Ages,45 days,Website,0.0421,"$8,429.06",5.28,New York,Mandarin,339,5577,7,Tech Enthusiasts,31/05/2023
5667,Vertex Media,Search,Women 18-24,60 days,YouTube,0.0835,"$13,506.65",4.13,Miami,German,649,6459,8,Health & Fitness,31/05/2023
5668,TechCorp,Search,Men 25-34,30 days,Google Ads,0.0541,"$6,995.63",5.24,Houston,German,768,5981,3,Fashionistas,31/05/2023
5669,Vertex Media,Influencer,Men 35-44,45 days,Instagram,0.0828,"$12,464.59",5.26,Miami,French,230,5109,3,Foodies,31/05/2023
5670,Vertex Media,Search,Women 18-24,15 days,Website,0.0787,"$9,154.40",4.89,Houston,French,682,5520,6,Foodies,31/05/2023
5671,Crestline Brands,Email,Women 25-34,30 days,Email,0.0629,"$13,905.29",5.61,New York,English,498,5075,2,Foodies,31/05/2023
5672,Vertex Media,Social Media,Men 18-24,60 days,Google Ads,0.0697,"$9,883.43",5.25,Chicago,French,658,6459,5,Foodies,31/05/2023
5673,Crestline Brands,Search,Women 35-44,15 days,Google Ads,0.0821,"$1,962.83",4.76,Miami,English,412,4878,4,Tech Enthusiasts,01/06/2023
5674,Alpha Innovations,Email,Men 18-24,45 days,Google Ads,0.0706,"$19,823.91",4.85,Chicago,French,408,5540,7,Foodies,01/06/2023
5675,NovaWorks,Email,Women 25-34,15 days,Website,0.0724,"$10,151.18",5.55,Chicago,Mandarin,428,5276,5,Foodies,01/06/2023
5676,NovaWorks,Email,Women 18-24,15 days,YouTube,0.0698,"$13,920.42",4.87,Miami,Mandarin,723,5641,7,Outdoor Adventurers,01/06/2023
5677,Peak Fitness Co,Email,Women 18-24,45 days,Instagram,0.0789,"$2,098.30",4.3,Los Angeles,Mandarin,889,6199,9,Foodies,01/06/2023
5678,NovaWorks,Social Media,All Ages,45 days,YouTube,0.0875,"$10,371.72",5.16,Houston,English,240,5856,8,Outdoor Adventurers,01/06/2023
